gmap_id,user_id,name,time,rating
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,112818419755524648791,Nash Ville,1387738877013,1
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,115667329476358349548,Eddie Freeman,1453085354204,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,114358719537488552995,Lorin Wood,1432086657327,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,113049683512169269181,Chris Combe,1447857387082,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,108287857170502102459,Katie Cook,1439476991091,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,106752008730148045196,K Geo,1476722723176,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,116821843654905213212,Jen Edwards,1317416681370,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,107579423147742908530,Zachary James,1397350177384,1
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,101385048101184869354,MingYang Lu,1428388076009,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,101461996692781102729,Ashley Lawson,1453599608343,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,106985525089777148638,PlaswallUSA Heather Jones-Wilson,1343683939265,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,106879283612411661823,Ryan Taylor,1415421103688,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,106516225006263459149,Leo galindo,1393038732730,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,107071298880497142169,Arturo Martinez,1465437617502,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,108505010687263228116,J K,1453744621405,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,103606258541495268763,Jason Nelms,1355259477340,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,111285801963282387168,Kenny Tao,1477880346530,2
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,105219216569674080925,J A Jaz,1483833461510,1
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,105104763897114832199,Dan Domberg,1416269808414,3
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,106129955461637299846,Taesun Byun,1481384422165,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,111694075859455562258,Sage Savante,1457141374227,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,104655169965616429847,Justin Keith,1525472271530,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,108497787363151836111,Lorinda Morzinski,1454431003685,5
0x8864665bb7f7a24d:0x3eaaf062ed6f3ec8,100596391228203999832,P James,1486501275830,3
