gmap_id,user_id,name,time,rating
0x86e26fb9a82604fd:0xe14a3d924089179c,100951933891068233475,Chris Roybal,1628281441579,2
0x86e26fb9a82604fd:0xe14a3d924089179c,110686837290268698054,TheWanderingSort,1628019812443,5
0x86e26fb9a82604fd:0xe14a3d924089179c,110112870846789975020,Joy Reese,1628475501824,5
0x86e26fb9a82604fd:0xe14a3d924089179c,102885501626108765721,Ariana Garbela,1625500333614,4
0x86e26fb9a82604fd:0xe14a3d924089179c,112148196130621321129,Kara Batts,1624586181669,5
0x86e26fb9a82604fd:0xe14a3d924089179c,100989736815708787914,Brixleigh J,1626489991333,5
0x86e26fb9a82604fd:0xe14a3d924089179c,105283198676057794643,Cyriana Enjady,1622923439168,5
0x86e26fb9a82604fd:0xe14a3d924089179c,101986662566944266437,Katharine,1620416530286,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,107672665313726954322,Alix Louca,1415422462821,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,104061927398216798683,Kara Kawulok,1430179053573,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,115148608288311802715,E G,1417807702624,4
0x8718a0fa2d74a101:0x6cf876c806bb230c,111787177657470711746,Devin Cornell,1370225935394,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,115840488147061711694,Karen Byers (Widow Bee),1422902591796,1
0x8718a0fa2d74a101:0x6cf876c806bb230c,102459677694149803811,Joshua Martin,1356120576165,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,114440147116058775476,Dominic Caffey,1425071443002,4
0x8718a0fa2d74a101:0x6cf876c806bb230c,116574396240053863615,Grzegorz Cieslewski,1395519195596,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,107003663492269404724,Sonya a,1414711636651,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,113581311395060316233,Krysyna Chee,1374944688229,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,107795114328125215099,Len Bandlow,1437781640988,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,113456129953168018206,George Bachand,1380136899090,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,103623941159189968781,Jomz R,1397780134999,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,105162188098098981508,Ronnie Apodaca,1422304504303,4
0x8718a0fa2d74a101:0x6cf876c806bb230c,102596209871544363078,SN SN,1413056933355,5
0x8718a0fa2d74a101:0x6cf876c806bb230c,111890312396878021393,Taylor Cawthon,1370391244207,5
